Session Date,Session Title,Player Name,Player Primary Position,Total Distance,Distance Zone 1 (Relative),Distance Zone 2 (Relative),Distance Zone 3 (Relative),Distance Zone 4 (Relative),Distance Zone 5 (Relative),Distance Zone 6 (Relative),HSR,Max Speed,% Max Speed,High Speed Running (Relative),HSR Per Minute (Relative),Accelerations (Relative),Accelerations Zone 3 - Zone 6 (Relative),Accels,Accelerations Zone 5 - Zone 6 (Relative),Player Max Accel,Max Acceleration,Accelerations Per Min (Relative),Decelerations (Relative),Decelerations Zone 3 - Zone 6 (Relative),Decels,Decelerations Zone 5 - Zone 6 (Relative),Player Max Decel,Max Deceleration,Decelerations Per Min (Relative),HML Distance,HML Efforts Total Distance,HML Efforts,HMLD Per Minute,Distance Per Min,Fatigue Index,Speed Intensity,Dynamic Stress Load,Dynamic Stress Load Zone 4 - Zone 6,Dynamic Stress Load Zone 5 - Zone 6,Collisions,Collision Load,Impacts Zone 3 - Zone 6 (Relative),Impacts Zone 4 - Zone 6 (Absolute),Impacts Zone 4 - Zone 6 (Relative),Impacts Zone 5 - Zone 6 (Absolute),Impacts Zone 5 - Zone 6 (Relative),Mechanical Load,Total Metabolic Power,Drill Title
9/23/2023,Game,Garrett Robinson,WR,3396,2971,359,65,1,0,0,1,12.34,60.2,0,0,11,21,11,6,4,7.7,0.03,4,16,4,3,4,5.67,0.01,39,24,4,0.15,13.21,0.12,129.78,15.01,1.44,0,1,2.58,14,0,2,0,0,0,155180.8,1st Quarter
9/30/2023,Game,Hollis Mathis,WR,4217,2852,708,400,191,48,18,257,18.74,84.64,66,0.28,33,54,33,20,7.36,6.38,0.11,29,41,29,14,8.09,6.78,0.1,543,524,45,2.33,18.09,0.35,178.23,62.72,7.19,3.56,37,184.68,76,0,10,0,4,0,218894.2,1st Quarter
9/30/2023,Game,JT Mayo,WR,10399,5126,3174,1398,578,107,15,701,19.18,94.3,123,0.53,136,228,136,97,7.57,6.24,0.64,102,162,102,50,8.02,7.07,0.5,1841,1796,179,7.9,44.62,0.57,459.36,261.94,34.37,16.97,9,59.9,277,0,45,0,15,0,579303.3,1st Quarter
9/30/2023,Game,Carson Jenkins,WR,9288,3940,3068,1211,711,297,62,1070,20.04,88.28,359,1.54,103,187,103,89,7.37,7.37,0.35,87,160,87,50,8.85,8.33,0.31,2074,2258,182,8.9,39.86,0.57,433.48,245.54,52.89,23.98,12,98.54,274,0,71,0,15,0,538240,1st Quarter
9/30/2023,Game,Martin Lucas,RB,4637,3084,654,658,217,23,2,242,18.3,81.84,25,0.11,51,71,51,40,6.52,6.23,0.19,41,55,41,22,7.41,9.32,0.15,692,742,66,2.97,19.9,0.59,195.19,115.89,34.19,14.13,25,194.43,141,0,48,0,12,0,244183.4,1st Quarter
9/30/2023,Game,Malachi Imoh,RB,8698,5190,1777,1250,287,129,64,480,21.02,93.17,193,0.83,128,186,128,82,8.52,6.48,0.69,95,147,95,68,8.58,7.09,0.52,1555,1553,142,6.67,37.32,0.54,385.4,208.47,72.5,42.52,54,426.01,234,0,89,0,32,0,493624.6,1st Quarter
9/30/2023,Game,Darius WIlson,QB,8208,5799,1381,507,276,211,34,521,18.59,87.32,245,1.05,116,139,116,66,6.93,6.18,0.57,43,68,43,33,7.31,8.8,0.3,961,821,68,4.12,35.22,0.46,343.64,157.72,73,64.01,23,181.34,142,0,57,0,40,0,425664,1st Quarter
9/30/2023,Game,Tyler Hughes,QB,4484,4279,203,1,0,0,0,0,8.84,39.48,0,0,0,5,0,0,7.13,2.18,0,0,2,0,0,7,2.46,0,0,0,0,0,19.24,0.05,167.5,8.54,0,0,0,0,0,0,0,0,0,0,197597,1st Quarter
9/30/2023,Game,Trey McDonald,TE,6407,3689,1739,779,172,16,9,197,19.51,93.35,25,0.11,89,120,89,67,6.19,5.74,0.38,59,104,59,30,8.5,8.84,0.27,748,690,83,3.21,27.49,0.43,269.24,114.49,38.03,26.99,18,129.17,92,0,39,0,16,0,336745.8,1st Quarter
9/30/2023,Game,Sean McElwain,TE,7708,3992,1932,1297,334,129,24,487,18.04,86.98,153,0.66,79,144,79,56,7.73,5.91,0.32,57,94,57,33,7.98,6.81,0.27,1134,1168,123,4.87,33.08,0.39,335.07,131.12,28.66,21.77,22,157.82,101,0,29,0,16,0,405298.5,1st Quarter
9/30/2023,Game,Jackson Blee,TE,2386,2194,192,0,0,0,0,0,7.81,40.34,0,0,0,2,0,0,4,2.89,0,0,2,0,0,4,2.84,0,4,4,1,0.02,10.24,0.02,89.85,2.03,0,0,0,0,0,0,0,0,0,0,105313,1st Quarter
9/30/2023,Game,Charles Grant,OL,6520,4346,1679,444,27,16,9,52,19.23,101.21,25,0.11,125,188,125,51,5.94,5.39,0.58,50,100,50,15,5.67,9.6,0.21,637,494,81,2.73,27.98,0.36,266.51,95.35,12.53,7.27,31,182.61,65,0,15,0,4,0,333060.1,1st Quarter
9/30/2023,Game,Marcus Barnes,DB,8239,5255,1575,1013,112,125,136,373,22.04,98.04,261,1.12,97,139,97,40,9.46,5.97,0.56,53,114,53,18,7.94,9.08,0.35,1174,1120,100,5.04,35.35,0.4,354.95,141.13,57.64,42.83,30,201.92,118,0,54,0,27,0,428000.6,1st Quarter
9/30/2023,Game,Jalen Jones,DB,7919,4951,1837,864,243,24,0,266,18.08,82.63,24,0.1,100,139,100,43,6.97,6.04,0.55,60,97,60,39,8.01,8.33,0.33,1166,1102,114,5,33.98,0.29,339.71,98.67,22.14,10.76,16,111.2,76,0,30,0,8,0,414718.8,1st Quarter
9/30/2023,Game,Ethan Yip,DB,4042,3761,211,56,14,0,0,14,13.94,65.63,0,0,7,15,7,1,7.18,5.15,0.01,0,9,0,0,6.66,2.6,0,49,56,6,0.21,17.34,0.04,154.42,5.58,0,0,0,0,0,0,0,0,0,0,180821.3,1st Quarter
9/30/2023,Game,David Roulley,DB,5947,4195,1083,259,191,98,121,410,19.74,94.68,219,0.94,25,35,25,12,6.33,6.5,0.09,19,28,19,11,6.56,9.27,0.08,522,504,24,2.24,25.52,0.31,249.61,77.3,11.13,7.13,7,59.95,57,0,13,0,5,0,285260.5,1st Quarter
9/30/2023,Game,Alex Washington,LB,7295,4342,1694,872,274,62,51,387,19.67,87.34,113,0.48,96,153,96,57,7.44,5.49,0.48,55,113,55,25,8.14,9.01,0.29,1115,1078,101,4.79,31.3,0.51,312.15,160.74,50.55,36.06,32,227.59,163,0,56,0,29,0,380684.9,1st Quarter
9/30/2023,Game,Cade Mattive,LB,4103,2908,718,195,121,110,50,282,19.07,87.8,160,0.69,16,26,16,12,6.71,6.38,0.07,13,17,13,9,6.51,5.98,0.08,388,382,21,1.66,17.61,0.54,171.52,93.02,31.79,17.52,11,88.73,108,0,36,0,10,0,196883.6,1st Quarter
9/30/2023,Game,Davin Dzidzienyo,DL,3980,2742,786,438,11,4,0,15,15.03,82.09,4,0.02,48,84,48,17,5.74,5.53,0.32,5,36,5,2,5.95,5.37,0.03,222,166,22,0.95,17.08,0.63,160.13,100.32,21.9,14.88,20,138.04,124,0,26,0,11,0,189886.5,1st Quarter
9/30/2023,Game,Bryce Barnes,DB,6544,4651,1087,459,175,147,24,346,20.28,90.21,171,0.73,41,65,41,14,7.76,5.42,0.2,32,52,32,22,7.93,7.32,0.16,736,745,49,3.16,28.08,0.31,275.2,84.13,21.44,14.4,8,61.82,84,0,23,0,10,0,321667.1,1st Quarter
9/30/2023,Game,Jaedon Joyner,DB,6666,5248,778,288,130,122,101,353,21.13,99.2,223,0.96,17,28,17,13,7.12,6.46,0.05,7,21,7,2,7.68,8.57,0.03,503,512,21,2.16,28.61,0.11,275.7,31.51,4.84,4.84,1,8.72,11,0,3,0,3,0,314371,1st Quarter
10/7/2023,Game,Hollis Mathis,WR,3314,3014,208,63,30,0,0,30,13.95,63.01,0,0,2,4,2,0,7.36,3.58,0.01,0,5,0,0,8.09,2.44,0,51,62,2,0.28,17.82,0.09,126.46,11.62,0,0,0,0,3,0,0,0,0,0,145508.8,Entire Session
10/7/2023,Game,JT Mayo,WR,7146,3630,1993,1105,331,82,4,417,18.22,89.58,86,0.46,83,137,83,61,7.57,6.11,0.45,48,106,48,25,8.02,8.1,0.26,1142,1246,119,6.14,38.42,0.54,314.13,168.61,21.92,10.65,8,52,184,0,31,0,9,0,382695,Entire Session
10/7/2023,Game,Carson Jenkins,WR,5208,2570,1584,722,256,58,17,331,20.38,89.78,75,0.4,52,88,52,40,7.37,9.53,0.28,42,70,42,21,8.85,6.44,0.23,877,920,83,4.72,28,0.39,232.89,91.91,7.6,2.59,4,27.33,85,0,13,0,3,0,284890.6,Entire Session
10/7/2023,Game,Martin Lucas,RB,4263,1890,830,1131,366,33,12,411,19.49,87.16,45,0.24,36,57,36,24,6.52,8.48,0.19,26,53,26,17,7.41,9.32,0.14,785,1011,55,4.22,22.92,0.25,196.57,50.04,18.09,12.12,36,167.13,51,0,21,0,10,0,214906.5,Entire Session
10/7/2023,Game,Malachi Imoh,RB,4067,2305,1166,495,70,26,5,101,19.39,85.95,31,0.17,43,76,43,32,8.52,6.36,0.23,40,63,40,23,8.58,7.61,0.22,591,520,50,3.18,21.87,0.34,175.53,60.29,9.62,3,42,207.5,47,0,14,0,3,0,218650.5,Entire Session
10/7/2023,Game,Darius WIlson,QB,5788,4263,800,388,228,81,28,336,20.02,94.03,108,0.58,48,80,48,27,6.93,6.17,0.26,33,50,33,18,7.31,9.28,0.18,638,627,47,3.43,31.12,0.22,239.75,52.67,18.08,8.37,14,101.65,52,0,25,0,7,0,293320,Entire Session
10/7/2023,Game,Tyler Hughes,QB,5220,3320,1141,550,109,72,28,209,19.67,87.85,100,0.54,33,60,33,24,7.13,6.47,0.18,27,45,27,21,7,6.96,0.15,542,560,43,2.91,28.07,0.41,221.52,90.55,22.1,14.5,11,80.9,104,0,26,0,11,0,264853.1,Entire Session
10/7/2023,Game,Trey McDonald,TE,4330,2363,1323,472,152,19,1,172,16.72,80,20,0.11,47,86,47,25,6.19,5.58,0.25,27,55,27,8,8.5,8.08,0.15,462,447,50,2.48,23.28,0.34,182.37,61.13,13.11,8.02,8,53.59,58,0,15,0,6,0,220155.7,Entire Session
10/7/2023,Game,Sean McElwain,TE,5973,3184,1471,856,310,146,7,462,18.01,86.84,152,0.82,58,108,58,40,7.73,5.72,0.31,44,70,44,25,7.98,9.02,0.24,885,862,78,4.76,32.11,0.36,259.15,93.32,15.02,9.92,12,87.72,51,0,16,0,7,0,311188.6,Entire Session
10/7/2023,Game,Charles Grant,OL,4228,2742,1141,339,7,0,0,7,15,78.95,0,0,59,91,59,29,5.94,5.42,0.32,26,62,26,8,5.67,6.2,0.14,341,256,37,1.83,22.73,0.31,172.82,52.88,5.36,1.89,12,76.29,42,0,9,0,2,0,210336.3,Entire Session
10/7/2023,Game,Marcus Barnes,DB,8230,4760,2169,1105,127,55,14,196,18.47,82.16,70,0.37,86,141,86,44,9.46,5.99,0.46,51,105,51,26,7.94,9.78,0.27,1059,1025,109,5.7,44.25,0.26,351.7,91.3,22.02,13.1,12,81.21,83,0,27,0,9,0,420581.5,Entire Session
10/7/2023,Game,Jalen Jones,DB,6817,3869,1951,745,176,63,13,252,20.01,91.45,76,0.41,70,113,70,34,6.97,6.37,0.38,48,83,48,30,8.01,9.02,0.26,969,939,86,5.21,36.65,0.32,296.94,93.92,19.89,13.34,7,51.08,74,0,21,0,9,0,355293.8,Entire Session
10/7/2023,Game,David Roulley,DB,5542,3311,1433,416,190,97,95,383,19.94,95.64,192,1.03,30,42,30,19,6.33,6.51,0.16,22,31,22,12,6.56,7.51,0.12,576,618,39,3.09,29.8,0.41,237.68,96.38,15.39,6.65,6,52.97,90,0,24,0,6,0,272213.9,Entire Session
10/7/2023,Game,Alex Washington,LB,6972,3854,1716,864,324,119,90,534,20.9,92.81,210,1.13,84,136,84,44,7.44,7.05,0.45,58,95,58,34,8.14,8.42,0.31,1135,1114,94,6.1,37.49,0.49,305.14,150.36,43.41,26.19,16,111.67,157,0,51,0,19,0,366137.6,Entire Session
10/7/2023,Game,Cade Mattive,LB,4048,2629,898,324,118,57,21,196,19.1,87.94,78,0.42,22,26,22,16,6.71,6.46,0.12,14,23,14,11,6.51,9.74,0.08,359,389,30,1.93,21.76,0.61,169.77,102.97,28.71,8.29,8,62.8,148,0,44,0,7,0,200228,Entire Session
10/7/2023,Game,Jaedon Joyner,DB,5235,4135,586,313,96,49,55,200,21.49,100.89,104,0.56,16,26,16,10,7.12,6.51,0.09,13,16,13,6,7.68,5.9,0.07,381,376,22,2.05,28.14,0.15,214.39,32.02,9.72,4.63,2,18.61,22,0,13,0,4,0,247054.5,Entire Session
10/21/2023,Game,Hollis Mathis,WR,7062,3746,1644,962,418,243,49,710,19.84,89.61,292,1.47,64,95,64,50,7.36,6.7,0.38,62,94,62,38,8.09,9,0.35,1244,1320,93,6.25,35.47,0.43,318.3,135.7,31.15,20.31,18,128.99,131,0,35,0,14,0,387216.3,1st Qtr
10/21/2023,Game,JT Mayo,WR,6852,3379,1950,899,439,174,11,624,19.49,95.82,185,0.95,102,155,102,82,7.57,6.08,0.55,76,120,76,44,8.02,7.17,0.44,1471,1405,131,7.54,35.12,0.57,307.26,175.9,18.31,7.37,13,83.29,197,0,28,0,6,0,396518.5,1st Qtr
10/21/2023,Game,Carson Jenkins,WR,6309,2754,2061,909,398,137,50,585,21.22,93.48,187,0.96,69,124,69,44,7.37,6.73,0.42,41,73,41,27,8.85,6.93,0.2,1299,1385,103,6.66,32.34,0.43,290.26,124.23,15.29,5.55,5,40.1,105,0,24,0,4,0,353083.4,1st Qtr
10/21/2023,Game,Martin Lucas,RB,3589,2374,687,424,58,38,7,104,18.63,83.32,45,0.23,35,57,35,17,6.52,6.09,0.24,22,30,22,12,7.41,6.54,0.15,425,472,56,2.18,18.4,0.34,149.35,50.96,13.26,10.25,12,90.52,39,0,13,0,7,0,182157.9,1st Qtr
10/21/2023,Game,Malachi Imoh,RB,6205,3824,1186,664,227,184,120,530,22.59,100.13,304,1.56,75,114,75,62,8.52,6.67,0.48,58,92,58,39,8.58,9.82,0.32,1078,1064,75,5.53,31.81,0.5,277.75,137.84,42.77,26.39,24,195.72,153,0,51,0,19,0,348273.4,1st Qtr
10/21/2023,Game,Darius WIlson,QB,6541,4218,1287,540,295,164,36,495,19.38,91.03,200,1.03,84,131,84,51,6.93,6.98,0.45,49,78,49,24,7.31,9.86,0.22,932,932,86,4.78,33.53,0.35,279.21,98.09,33.78,21.66,20,145.69,85,0,36,0,14,0,352579.6,1st Qtr
10/21/2023,Game,Trey McDonald,TE,4596,2457,1376,554,166,44,0,210,15.48,74.07,44,0.22,46,75,46,29,6.19,5.31,0.2,24,42,24,6,8.5,5.44,0.1,493,480,54,2.53,23.56,0.23,195.29,44.03,5.77,4.83,4,23.46,33,0,5,0,3,0,233549.1,1st Qtr
10/21/2023,Game,Sean McElwain,TE,5292,3007,1014,846,345,79,0,424,16.32,78.69,79,0.41,71,119,71,38,7.73,5.92,0.37,46,77,46,29,7.98,9.15,0.23,900,865,88,4.61,27.13,0.37,228.68,84.92,25.43,18.02,13,95.98,55,0,29,0,14,0,286472.8,1st Qtr
10/21/2023,Game,Leonte Oulahi,WR,4630,2376,753,1174,224,104,0,328,18.34,88.17,104,0.53,33,63,33,24,7.58,6.92,0.21,35,59,35,22,8.27,7.44,0.21,678,699,66,3.47,23.73,0.25,204.2,51.21,2.37,1.38,6,40.38,43,0,3,0,1,0,246618.7,1st Qtr
10/28/2023,Game,Hollis Mathis,WR,9785,5194,2185,1502,657,221,27,905,19.19,86.68,249,0.89,83,130,83,60,7.36,7.71,0.28,64,102,64,36,8.09,9.04,0.21,1551,1733,113,5.56,35.07,0.51,440.99,225.09,36.31,23.11,16,124.45,249,0,44,0,19,0,514902,1st Qtr
10/28/2023,Game,JT Mayo,WR,11162,6031,3028,1393,629,80,2,711,18.66,91.74,82,0.3,135,217,135,100,7.57,5.77,0.55,93,178,93,46,8.02,8.18,0.36,1905,1925,201,6.95,40.73,0.63,486.99,305.76,53.58,31.84,26,181.1,335,0,55,0,16,0,611175.3,1st Qtr
10/28/2023,Game,Carson Jenkins,WR,11210,5322,3720,1277,628,233,30,890,20.11,88.59,263,0.96,105,174,105,87,7.37,6.81,0.4,84,156,84,49,8.85,9,0.34,2015,2115,185,7.35,40.91,0.42,504.3,211.88,33.78,15.85,13,100.92,183,0,44,0,11,0,625383.4,1st Qtr
10/28/2023,Game,Martin Lucas,RB,6121,3467,1570,897,187,0,0,187,15.06,67.35,0,0,50,90,50,39,6.52,5.83,0.19,35,66,35,16,7.41,6.34,0.14,789,839,82,2.88,22.34,0.27,260.74,70.81,13.27,6.5,83,321.72,59,0,17,0,6,0,309079.3,1st Qtr
10/28/2023,Game,Malachi Imoh,RB,9204,4775,2337,1699,276,104,13,393,19.53,86.57,118,0.43,104,154,104,81,8.52,8.43,0.42,67,114,67,45,8.58,9.68,0.26,1588,1628,138,5.8,33.59,0.59,412.27,244.16,72.42,44.98,29,223.72,241,0,85,0,33,0,508774.8,1st Qtr
10/28/2023,Game,Darius WIlson,QB,9415,6659,1617,567,243,214,109,566,21.47,100.85,323,1.18,107,171,107,48,6.93,7.97,0.42,47,100,47,23,7.31,8.92,0.17,1039,1003,90,3.79,34.36,0.23,394.08,90.71,26.18,14.38,22,147.44,78,0,33,0,11,0,474723.3,1st Qtr
10/28/2023,Game,Trey McDonald,TE,7951,4597,2098,870,294,72,20,386,17.86,85.45,92,0.34,84,121,84,62,6.19,5.74,0.31,56,109,56,26,8.5,9.96,0.19,854,831,85,3.12,29.01,0.25,335.84,82.71,24.46,16.91,20,138.26,54,0,22,0,10,0,408903.9,1st Qtr
10/28/2023,Game,Sean McElwain,TE,9849,5822,2001,1349,495,156,25,676,18.62,89.78,181,0.66,98,159,98,66,7.73,5.5,0.38,71,107,71,45,7.98,9.4,0.27,1365,1348,134,4.98,35.94,0.38,422.23,160.49,54.56,45.87,25,177.42,104,0,41,0,26,0,513961.5,1st Qtr
10/28/2023,Game,Charles Grant,OL,6767,4502,1820,445,0,0,0,0,12.04,63.37,0,0,121,204,121,45,5.94,5.69,0.51,55,114,55,16,5.67,5.12,0.25,560,391,66,2.04,24.69,0.65,274.25,177.88,56.75,29.02,62,394.55,203,0,75,0,23,0,341018.2,1st Qtr
10/28/2023,Game,Marcus Barnes,DB,9212,5525,2103,1264,180,45,89,314,21.3,94.75,135,0.49,91,165,91,38,9.46,7.75,0.42,66,122,66,34,7.94,7.6,0.31,1377,1393,130,5.02,33.62,0.39,395.84,155.53,30.63,17.07,18,132.5,146,0,39,0,14,0,469807,1st Qtr
10/28/2023,Game,Jalen Jones,DB,8482,4798,2214,1101,351,18,0,369,18.52,84.64,18,0.06,103,150,103,48,6.97,6.37,0.51,81,123,81,40,8.01,8.27,0.4,1473,1481,141,5.38,30.95,0.25,371.61,91.23,8.08,2.57,7,52.72,60,0,11,0,1,0,458080.5,1st Qtr
10/28/2023,Game,Ethan Yip,DB,4677,3474,660,259,171,88,25,284,19.26,90.68,113,0.41,21,36,21,19,7.18,9.57,0.05,16,24,16,12,6.66,8.23,0.05,372,367,24,1.36,17.07,0.12,193.76,22.72,1.27,0,0,0,10,0,3,0,0,0,226491.1,1st Qtr
10/28/2023,Game,David Roulley,DB,6103,4181,1194,291,139,198,100,437,19.19,92.04,297,1.09,25,37,25,19,6.33,6.61,0.08,19,28,19,12,6.56,7.49,0.05,574,585,31,2.1,22.27,0.24,257.78,61.21,2.66,0,4,24.04,42,0,5,0,0,0,295429,1st Qtr
10/28/2023,Game,Alex Washington,LB,6837,4107,1687,512,310,124,97,531,19.4,86.15,221,0.81,65,103,65,40,7.44,5.91,0.28,42,72,42,25,8.14,7.91,0.15,894,842,57,3.26,24.95,0.64,293.96,189.36,59.62,37.82,17,137.68,248,0,69,0,26,0,349295.7,1st Qtr
10/28/2023,Game,Quinn Osborne,LB,6901,4380,1380,689,265,116,70,452,19.08,87.28,186,0.68,71,118,71,36,7.3,8.79,0.29,39,80,39,16,7.65,8.54,0.16,856,815,71,3.12,25.18,0.34,292.88,100.52,19.2,12.8,16,118.89,70,0,19,0,8,0,346437,1st Qtr
10/28/2023,Game,Cade Mattive,LB,4387,3034,810,208,159,147,29,334,19.24,88.58,175,0.64,23,32,23,19,6.71,7.55,0.07,13,28,13,7,6.51,7.94,0.02,423,423,21,1.54,16.01,0.36,184.3,66.31,14.99,6.35,6,52.26,83,0,21,0,4,0,215885.9,1st Qtr
10/28/2023,Game,Christian Hamm,LB,3155,2508,386,241,15,6,0,21,14.8,73.16,6,0.02,14,20,14,7,6.14,5.49,0.03,10,17,10,4,6.49,4.77,0.02,165,169,17,0.6,11.51,0.25,124.12,30.63,0.96,0,4,30.75,30,0,2,0,0,0,149423.6,1st Qtr
10/28/2023,Game,Davin Dzidzienyo,DL,4266,3207,631,394,34,0,0,34,13.39,73.13,0,0,55,93,55,17,5.74,5.21,0.26,16,46,16,4,5.95,4.51,0.04,333,284,40,1.21,15.57,0.36,170.07,61.02,6.02,1.97,13,79.7,88,0,10,0,2,0,207877.3,1st Qtr
10/28/2023,Game,Jaedon Joyner,DB,7327,5211,1206,526,229,125,30,384,20.55,96.48,155,0.56,38,53,38,23,7.12,5.52,0.2,25,39,25,17,7.68,7.04,0.16,740,766,42,2.7,26.74,0.14,308.57,42.61,0.39,0,0,0,25,0,1,0,0,0,359505.7,1st Qtr
10/28/2023,Game,Garrett Robinson,WR,6095,5368,609,73,42,2,0,44,15.62,76.2,2,0.01,9,21,9,5,4,4.97,0.03,2,10,2,1,4,7.85,0,106,107,9,0.39,22.24,0.09,234.1,20.86,3.77,3.28,1,8.05,18,0,3,0,2,0,276383.1,1st Qtr
10/28/2023,Game,John Kearney,LB,6001,4203,665,816,208,108,0,316,18.64,87.55,108,0.39,27,42,27,16,6.89,6.47,0.04,24,37,24,13,7.95,8.38,0.04,537,551,33,1.96,21.9,0.24,249.99,59.78,19.46,14.58,10,79.34,48,0,15,0,7,0,287687.8,1st Qtr
11/4/2023,Game,Hollis Mathis,WR,6102,3983,1166,494,268,147,44,459,20.19,91.19,191,1.03,40,62,40,32,7.36,7.59,0.22,38,53,38,20,8.09,9.09,0.21,719,735,48,3.88,32.93,0.41,263.3,107.43,34.09,21.18,13,95.62,121,0,42,0,16,0,314716.3,Entire Session
11/4/2023,Game,JT Mayo,WR,7115,4247,1851,673,300,39,5,344,18.55,91.2,44,0.24,68,113,68,54,7.57,6.37,0.37,59,86,59,27,8.02,8.01,0.32,896,872,95,4.84,38.39,0.63,303.18,191.28,26.57,14.03,15,98.06,240,0,34,0,10,0,371693,Entire Session
11/4/2023,Game,Carson Jenkins,WR,5701,3279,1559,611,193,57,2,252,19.23,84.71,59,0.32,49,83,49,37,7.37,6.58,0.26,35,64,35,20,8.85,6.94,0.19,736,791,71,3.97,30.75,0.32,247.35,79.16,5.84,1.69,5,36.68,58,0,9,0,2,0,298787.9,Entire Session
11/4/2023,Game,Martin Lucas,RB,4784,3655,743,326,59,0,0,59,15.58,69.68,0,0,34,55,34,21,6.52,8.99,0.18,16,32,16,10,7.41,6.75,0.08,319,322,39,1.66,24.85,0.24,192.22,46.89,12.62,9.44,10,72.54,38,0,13,0,7,0,233254.3,Entire Session
11/4/2023,Game,Malachi Imoh,RB,4474,3285,691,434,54,10,0,64,18.54,82.18,10,0.06,27,47,27,15,8.52,6.59,0.15,14,30,14,8,8.58,8.57,0.08,400,433,38,2.21,24.76,0.35,185.99,65.93,19.58,11.51,7,54.73,66,0,25,0,10,0,219070.5,Entire Session
11/4/2023,Game,Darius WIlson,QB,6223,4587,882,446,193,66,48,307,20.17,94.74,115,0.62,51,87,51,26,6.93,6.89,0.28,33,58,33,23,7.31,8.8,0.18,638,633,57,3.46,33.71,0.33,258.99,85.58,34.84,26.45,15,115.41,78,0,31,0,16,0,309998,Entire Session
11/4/2023,Game,Trey McDonald,TE,5032,3471,861,438,220,43,0,263,16.51,79,43,0.23,29,45,29,23,6.19,5.99,0.16,22,41,22,12,8.5,7.14,0.12,448,477,41,2.4,26.91,0.2,208.69,41.27,14.62,10.77,11,73.91,32,0,14,0,7,0,246562.4,Entire Session
11/4/2023,Game,Sean McElwain,TE,6656,3995,1248,857,395,140,21,555,18.38,88.62,160,0.85,61,92,61,39,7.73,5.81,0.32,40,71,40,22,7.98,6.65,0.21,906,905,81,4.81,35.38,0.3,286.81,85.88,9.43,2.17,15,102.03,71,0,16,0,2,0,337325.7,Entire Session
11/4/2023,Game,Charles Grant,OL,5069,3626,1125,317,0,0,0,0,12.99,68.37,0,0,58,86,58,22,5.94,5.52,0.32,20,51,20,7,5.67,5.15,0.11,283,227,38,1.54,27.55,0.44,204.96,91.21,15.56,4.23,15,97.02,99,0,25,0,3,0,243291.4,Entire Session
11/4/2023,Game,Marcus Barnes,DB,7822,5382,1744,576,74,29,16,120,20.13,89.55,46,0.25,42,75,42,12,9.46,6.75,0.23,24,56,24,13,7.94,6.82,0.13,601,604,63,3.25,42.34,0.21,321.47,69.07,12.89,8.95,8,49.48,42,0,12,0,5,0,372820,Entire Session
11/4/2023,Game,Jalen Jones,DB,1269,874,216,152,20,7,0,27,18.39,84.05,7,0.04,5,16,5,3,6.97,5.55,0.03,3,12,3,1,8.01,7.99,0.02,89,74,8,0.47,6.78,0.23,53.25,12.24,4.8,2.39,4,16.64,15,0,7,0,2,0,59990.16,Entire Session
11/4/2023,Game,Ethan Yip,DB,7589,5100,1529,704,201,51,4,256,18.34,86.35,55,0.29,63,92,63,26,7.18,6.2,0.33,38,64,38,13,6.66,7.31,0.2,779,785,81,4.1,39.9,0.2,317.23,63.76,11.03,8.43,5,35.5,36,0,9,0,4,0,372902.5,Entire Session
11/4/2023,Game,David Roulley,DB,7053,4579,1251,659,293,217,55,565,20.16,96.69,272,1.45,57,85,57,26,6.33,6.62,0.3,40,69,40,24,6.56,9.55,0.21,949,955,74,5.08,37.74,0.49,304.72,149.99,36.35,16.56,10,73.47,157,0,48,0,11,0,355721.2,Entire Session
11/4/2023,Game,Quinn Osborne,LB,5495,3904,890,477,151,47,27,225,18.61,85.13,74,0.4,40,67,40,17,7.3,5.74,0.22,22,51,22,11,7.65,6.52,0.12,496,470,41,2.68,29.71,0.26,226.78,59.33,12.71,6.84,8,62.73,37,0,16,0,5,0,264550.7,Entire Session
11/4/2023,Game,Cade Mattive,LB,3621,2775,556,212,45,12,21,78,19,87.48,33,0.18,9,16,9,4,6.71,6.17,0.05,10,15,10,6,6.51,5.85,0.05,176,189,15,0.95,19.62,0.53,146.4,78.01,25.97,13.64,2,17.45,89,0,33,0,11,0,168513.9,Entire Session
11/4/2023,Game,Christian Hamm,LB,4436,3118,631,640,14,8,24,47,18.31,90.51,33,0.18,25,39,25,13,6.14,5.54,0.14,18,25,18,10,6.49,7.52,0.1,346,417,40,1.88,24.04,0.32,181.81,58.5,6.96,1.04,9,67.64,57,0,13,0,1,0,211415.6,Entire Session
11/4/2023,Game,Jaedon Joyner,DB,5681,4619,652,342,48,6,15,69,20.03,94.04,21,0.12,12,25,12,3,7.12,5.17,0.07,11,17,11,7,7.68,5.56,0.06,260,287,20,1.44,31.61,0.07,227.11,15.67,1.47,1.09,3,11.34,9,0,2,0,1,0,257781.5,Entire Session
11/4/2023,Game,John Kearney,LB,5358,3620,642,841,170,84,0,254,19.49,91.55,84,0.46,20,32,20,15,6.89,7.02,0.11,15,26,15,10,7.95,8.49,0.08,472,480,28,2.55,28.92,0.2,225.38,44.66,11.76,8.88,8,57.13,34,0,11,0,6,0,258015.6,Entire Session
