Session Date,Session Title,Player Name,Player Primary Position,Total Distance,Distance Zone 1 (Relative),Distance Zone 2 (Relative),Distance Zone 3 (Relative),Distance Zone 4 (Relative),Distance Zone 5 (Relative),Distance Zone 6 (Relative),HSR,Max Speed,% Max Speed,High Speed Running (Relative),HSR Per Minute (Relative),Accelerations (Relative),Accelerations Zone 3 - Zone 6 (Relative),Accels,Accelerations Zone 5 - Zone 6 (Relative),Player Max Accel,Max Acceleration,Accelerations Per Min (Relative),Decelerations (Relative),Decelerations Zone 3 - Zone 6 (Relative),Decels,Decelerations Zone 5 - Zone 6 (Relative),Player Max Decel,Max Deceleration,Decelerations Per Min (Relative),HML Distance,HML Efforts Total Distance,HML Efforts,HMLD Per Minute,Distance Per Min,Fatigue Index,Speed Intensity,Dynamic Stress Load,Dynamic Stress Load Zone 4 - Zone 6,Dynamic Stress Load Zone 5 - Zone 6,Collisions,Collision Load,Impacts Zone 3 - Zone 6 (Relative),Impacts Zone 4 - Zone 6 (Absolute),Impacts Zone 4 - Zone 6 (Relative),Impacts Zone 5 - Zone 6 (Absolute),Impacts Zone 5 - Zone 6 (Relative),Mechanical Load,Total Metabolic Power,Drill Title
9/7/2024,Game,Christian Hamm,LB/DE,5565,3260,1470,609,198,28,0,226,16.47,81.41,28,0.12,76,122,76,39,6.14,5.85,0.35,26,67,26,8,6.49,5.45,0.12,696,638,69,3.13,25.06,0.58,234.47,135.84,10.86,5.82,17,120.03,161,14,12,4,2,8155.3,287302.1,Pre-Game
9/7/2024,Game,Davin Dzidzienyo,DL,4986,3275,1170,483,57,1,0,58,14.09,76.95,1,0,15,66,15,0,5.74,5.11,0.07,2,21,2,1,5.95,7.28,0.01,353,281,45,1.59,22.45,0.4,200.23,79.11,15.88,9.31,12,75.87,75,22,15,8,1,6829.15,245283.4,Pre-Game
9/7/2024,Game,Bryce Barnes,DB,4872,3701,837,303,31,0,0,31,15.94,70.91,0,0,16,46,16,4,7.76,5.13,0.07,13,32,13,6,7.93,5.65,0.06,356,338,40,1.6,21.94,0.56,195.82,108.7,25.59,9.35,2,12.7,155,40,36,7,3,2594.21,232574.1,Pre-Game
9/7/2024,Game,Jaedon Joyner,DB,7197,4633,1492,680,257,110,25,392,19.57,91.88,135,0.61,81,130,81,40,7.12,6.61,0.36,34,75,34,16,7.68,7.59,0.15,1025,919,94,4.62,32.4,0.33,306.36,100.49,9.36,3.76,52,301.8,75,13,12,2,1,8892.83,383048.9,Pre-Game
9/7/2024,Game,John Kearney,LB,7302,4526,1751,569,249,193,14,456,19,89.24,208,0.93,32,57,32,14,6.89,5.7,0.15,18,37,18,10,7.95,7.36,0.08,732,735,48,3.3,32.88,0.28,312.01,86.29,8.4,4.83,5,32.74,90,12,9,4,1,4980.72,349890.9,Pre-Game
9/7/2024,Game,Leonte Oulahi,WR,7666,4099,1950,766,511,287,54,852,19.3,92.79,340,1.53,55,71,55,36,7.58,6.66,0.25,18,41,18,8,8.27,6.4,0.08,1111,1188,74,5,34.52,0.21,339.38,72.27,6.09,4.55,3,25.96,34,5,5,2,2,11536.28,391937.8,Pre-Game
9/7/2024,Game,Tyson Garrett,RB,5651,4612,629,326,83,1,0,84,16.8,76.47,1,0,24,27,24,18,7.97,6.15,0.11,11,27,11,3,7.53,5.64,0.05,366,367,29,1.65,25.44,0.15,225.66,34.81,0.8,0,1,6.26,27,1,1,0,0,3825.83,269613.9,Pre-Game
9/7/2024,Game,Matt Akuchie,WR,5828,3505,1542,575,191,16,0,206,19.01,83.19,16,0.07,43,82,43,26,7.69,6.73,0.2,11,43,11,8,9.07,8.49,0.05,741,767,67,3.34,26.24,0.31,250.43,76.5,4.81,3.05,4,28.57,44,6,5,2,1,6151.23,298047.2,Pre-Game
9/7/2024,Game,Damian Harris,WR,8200,3702,2429,1503,384,145,37,566,18.83,92.21,182,0.82,100,164,100,61,7.92,7.07,0.45,39,87,39,21,8.51,7.91,0.17,1422,1515,145,6.4,36.92,0.42,366.22,153,14.73,5.6,5,36.13,170,23,18,5,0,13716.36,449409.8,Pre-Game
9/7/2024,Game,Mike Malone,DL,4321,2837,912,517,56,0,0,56,13.52,71.84,0,0,32,73,32,13,5.75,5.05,0.14,10,32,10,3,6.04,5.77,0.05,274,271,35,1.23,19.46,0.33,175.98,58.06,8.55,6.95,12,72.07,31,9,6,5,2,1984.41,206006.3,Pre-Game
9/7/2024,Game,Breyden Byrd,DL,3628,3028,445,135,21,0,0,21,14.5,73.9,0,0,15,35,15,8,7.1,5.34,0.07,0,6,0,0,7.93,4.65,0,128,105,13,0.58,16.34,0.2,139.76,27.73,1.32,0,2,12.78,20,3,3,0,0,1318.15,167596.7,Pre-Game
9/7/2024,Game,Jonathan Hammond,LB/DE,6740,4212,1504,687,185,72,80,336,19.74,100,152,0.79,76,120,76,46,8.16,6.06,0.34,37,76,37,19,7.05,8.47,0.18,803,757,67,4.17,35.03,0.37,283.71,105.7,18.72,9.96,13,88.67,99,26,18,9,1,7726.75,347339.1,Pre-Game
9/7/2024,Game,Ryan McKenna,OL,5634,3419,1590,570,50,5,0,55,13.3,78.98,5,0.02,49,108,49,19,5.31,5.02,0.22,24,60,24,11,5.01,8.16,0.11,340,287,49,1.53,25.37,0.36,227.03,80.66,6.29,3.52,15,96.36,47,8,8,2,2,3349.05,274954,Pre-Game
9/7/2024,Game,Sascha Garcia,DB,7506,4853,1589,686,250,98,30,378,20.85,94.99,128,0.58,67,110,67,28,7.24,6.23,0.31,16,33,16,4,8.65,10.04,0.07,982,948,88,4.42,33.8,0.45,320.57,142.99,35.22,25.74,14,96.41,153,36,24,19,7,8810.49,384926,Pre-Game
9/7/2024,Game,Elijah Rainer,LB,7106,4318,1895,675,188,31,0,219,16.59,81.6,31,0.14,81,139,81,40,6.06,5.51,0.37,14,41,14,4,7.93,7.23,0.07,760,718,84,3.42,31.99,0.44,296.94,131.29,28.03,20.38,24,159.63,113,27,19,13,5,7849.9,355823.5,Pre-Game
9/7/2024,Game,Jaden Boring,LB,7501,4926,1609,521,327,113,4,445,18.65,87.31,118,0.53,68,108,68,32,6.63,6.19,0.31,20,51,20,2,6.77,6.39,0.09,858,839,71,3.86,33.77,0.16,318.64,51.66,8.54,6.19,5,32.49,26,9,5,5,1,8380.8,376812.6,Pre-Game
9/7/2024,Game,Ty Gordon,DL,4385,2864,958,492,68,4,0,71,13.15,71,4,0.02,36,66,36,14,6.29,4.91,0.16,3,15,3,0,7.28,4.59,0.01,240,223,30,1.08,19.74,0.29,176.07,50.89,5.5,2.35,10,61.86,26,9,7,2,0,2492.61,208030.7,Pre-Game
9/7/2024,Game,Josh Miller,RB,4073,3209,549,287,27,0,0,27,13.64,68.51,0,0,17,29,17,8,6.89,5.37,0.08,0,1,0,0,7.21,4.1,0,199,199,20,0.9,18.34,0.15,160.01,24.24,1.1,0,0,0,25,2,2,0,0,2429.66,189176,Pre-Game
9/14/2024,Game,Hollis Mathis,WR,6965,4226,1698,568,333,125,15,473,20.41,92.19,140,0.72,55,91,55,45,7.36,6.95,0.3,39,73,39,21,8.09,8.81,0.21,932,971,78,4.77,35.68,0.41,303.49,125.3,25.76,18.39,9,67.1,106,25,22,11,8,9232.81,363551.2,Pre-Game
9/14/2024,Game,DreSean Kendrick,WR,3832,2744,790,250,43,5,0,48,17.82,81.67,5,0.03,21,37,21,16,7.54,6.08,0.12,6,18,6,1,7.31,5.25,0.03,294,311,33,1.55,20.14,0.18,157.42,27.57,2.18,1.18,1,7.48,14,3,2,1,0,3236.25,185607.2,Pre-Game
9/14/2024,Game,JT Mayo,WR,8043,3989,2441,994,448,155,17,619,17.77,87.36,172,0.9,99,167,99,70,7.57,6.25,0.54,24,75,24,5,8.02,9.37,0.14,1263,1247,125,6.63,42.23,0.44,350.26,152.91,16.08,8.96,12,79.84,114,22,15,8,1,13227.55,435895,Pre-Game
9/14/2024,Game,Carson Jenkins,WR,3988,2748,997,211,31,0,0,31,15.88,69.96,0,0,18,31,18,10,7.37,6.61,0.09,4,15,4,3,8.85,6.14,0.02,228,234,26,1.17,20.48,0.21,163.04,33.94,4.51,3.73,1,9.16,21,5,3,3,1,2359.38,190007.9,Pre-Game
9/14/2024,Game,Bronson Yoder,RB,6432,3452,1806,901,199,41,33,273,20.16,97.86,74,0.42,65,110,65,38,7.46,6.4,0.37,48,81,48,33,7.72,7.72,0.29,932,947,99,5.31,36.62,0.53,278.37,148.7,50.04,36.51,24,163.91,147,51,36,25,10,8841.83,339227,Pre-Game
9/14/2024,Game,Malachi Imoh,RB,5391,3649,1152,491,98,2,0,99,17.11,75.84,2,0.01,42,68,42,27,8.52,6.28,0.25,15,33,15,6,8.58,7.72,0.08,530,528,48,2.84,28.86,0.36,226.11,81.94,25.46,20.02,13,97.5,58,26,17,15,6,5428.7,270016.9,Pre-Game
9/14/2024,Game,Darius WIlson,QB,7626,5181,1590,548,169,105,34,308,19.47,91.45,139,0.71,81,120,81,44,6.93,6.19,0.43,22,53,22,11,7.31,8.61,0.12,783,726,75,4.01,39.07,0.21,319.57,66.94,22.06,16.92,13,93.47,45,20,15,10,5,9225.88,385191.5,Pre-Game
9/14/2024,Game,Trey McDonald,TE,6989,4298,1644,767,243,37,0,280,17.55,83.97,37,0.19,92,123,92,58,6.19,5.76,0.5,24,63,24,6,8.5,8.33,0.13,931,869,89,4.89,36.69,0.29,296.61,85.45,23.62,20.45,12,82.83,68,18,13,12,7,11624.47,368735.8,Pre-Game
9/14/2024,Game,Sean McElwain,TE,7369,4242,1998,826,276,27,0,303,17.41,83.94,27,0.14,73,123,73,34,7.73,5.88,0.4,44,94,44,21,7.98,6.75,0.25,903,850,96,4.76,38.83,0.51,315.59,162.21,39.86,20.35,22,145.01,151,48,41,13,6,11445.48,384429.9,Pre-Game
9/14/2024,Game,Charles Grant,OL,6097,3764,1668,536,36,29,32,98,25.67,135.11,61,0.33,75,150,75,37,5.94,9.22,0.44,24,70,24,13,5.67,8.82,0.14,496,372,54,2.7,33.16,0.3,252.08,75.2,8.21,2.98,11,63.72,47,14,11,3,0,14483.48,307977.8,Pre-Game
9/14/2024,Game,Marcus Barnes,DB,7929,4797,1976,853,226,73,3,302,19.98,88.88,76,0.4,62,112,62,33,9.46,6.44,0.32,43,74,43,22,7.94,9.04,0.22,1116,1140,110,5.86,41.63,0.3,341.69,104.19,23.88,15.88,12,87.05,77,25,22,9,6,6154.15,405391.7,Pre-Game
9/14/2024,Game,Jalen Jones,DB,7119,3979,1902,859,260,90,30,379,21.27,97.21,119,0.63,81,118,81,35,6.97,6.05,0.42,49,75,49,26,8.01,9.17,0.25,1140,1132,104,6,37.46,0.49,313.27,154.81,44.64,25.79,9,69.61,158,55,40,20,5,9251.46,376897.9,Pre-Game
9/14/2024,Game,Alex Washington,LB,6989,4452,1772,615,143,6,0,149,17.68,78.51,6,0.03,88,142,88,42,7.44,6.3,0.45,26,74,26,15,8.14,8.14,0.13,885,817,93,4.72,37.25,0.42,294.6,124.5,21.35,10.62,13,89.02,139,29,21,9,1,10371.29,358927.7,Pre-Game
9/14/2024,Game,Quinn Osborne,LB,6668,4297,1645,611,112,3,0,115,16.62,76.03,3,0.02,73,124,73,36,7.3,10,0.38,32,84,32,12,7.65,6.12,0.16,727,682,78,3.88,35.6,0.37,279.13,104.03,18.62,12.02,10,67.95,77,22,18,8,4,9587.31,336577.1,Pre-Game
9/14/2024,Game,Cade Mattive,LB,4864,2663,1414,432,262,91,2,355,18.8,86.56,93,0.5,39,59,39,26,6.71,9.42,0.22,6,19,6,3,6.51,12.5,0.03,597,620,46,3.2,26.05,0.75,212.01,159.43,41.22,21.02,8,66.5,230,56,44,17,5,7342.55,242969.2,Pre-Game
9/14/2024,Game,Christian Hamm,LB,4425,2912,1004,363,96,50,0,145,16.89,83.49,50,0.26,50,79,50,31,6.14,9.63,0.23,20,41,20,13,6.49,9.42,0.09,442,409,51,2.26,22.67,0.72,183.4,131.23,33.25,13.79,15,115.42,172,49,40,11,2,6474.8,225807.4,Pre-Game
9/14/2024,Game,Davin Dzidzienyo,DL,4760,3063,1252,407,36,1,0,37,13.99,76.41,1,0.01,27,71,27,0,5.74,5.63,0.13,8,28,8,1,5.95,6.68,0.04,346,259,48,1.88,25.82,0.41,192.01,78.35,9.93,3.74,10,69.21,87,15,11,4,0,7323.57,236450.8,Pre-Game
9/14/2024,Game,Bryce Barnes,DB,7447,4901,1489,619,172,120,133,424,23.82,105.96,252,1.29,39,71,39,12,7.76,10,0.2,30,61,30,17,7.93,7.85,0.16,880,890,71,4.51,38.15,0.41,320.92,131.56,35.69,20.76,6,52.4,144,44,36,13,5,8106.26,365682.3,Pre-Game
9/14/2024,Game,Jaedon Joyner,DB,6598,4384,1246,565,239,106,58,403,21.3,100,164,0.87,67,95,67,27,7.12,6.56,0.34,28,60,28,7,7.68,5.98,0.14,910,865,77,4.8,34.84,0.2,281.99,56.87,6.17,4.15,4,25.55,36,6,6,2,2,7584.21,342171.6,Pre-Game
9/14/2024,Game,John Kearney,LB,5564,3142,1506,480,172,208,56,436,19.74,92.72,264,1.42,33,65,33,16,6.89,10,0.18,17,44,17,7,7.95,8.94,0.09,721,724,44,3.86,29.79,0.32,243.56,78.95,11.9,4.24,8,67.4,82,20,16,4,0,4822.52,271210.2,Pre-Game
9/14/2024,Game,Tyson Garrett,RB,6824,4696,1337,501,185,102,3,290,18.82,85.66,105,0.54,39,69,39,23,7.97,6.37,0.21,26,48,26,15,7.53,7.53,0.14,679,685,56,3.48,34.96,0.25,286.99,70.37,9.58,5.58,5,40.59,59,11,11,3,3,6119.31,335872.4,Pre-Game
9/14/2024,Game,Matt Akuchie,WR,5176,3258,1291,413,82,125,6,214,20.32,88.93,131,0.69,30,46,30,13,7.69,6.04,0.16,13,30,13,6,9.07,6.04,0.07,583,613,49,3.07,27.24,0.31,222,67.93,4.08,0.87,2,14.93,50,7,6,1,0,4326.63,254083.4,Pre-Game
9/14/2024,Game,Damian Harris,WR,9555,4766,2718,1522,427,94,28,549,19.76,96.77,122,0.63,88,144,88,68,7.92,6.61,0.47,32,90,32,13,8.51,6.8,0.17,1449,1558,160,7.46,49.16,0.4,419.04,167.23,21.34,10.55,8,61.29,168,31,23,9,1,14261.3,506647.6,Pre-Game
9/14/2024,Game,Mike Malone,DL,4285,3240,775,234,35,0,0,35,13.25,70.4,0,0,22,52,22,9,5.75,4.87,0.13,4,21,4,0,6.04,4.03,0.02,159,128,13,0.87,23.3,0.19,170.29,32.77,2.18,0.98,9,52.42,16,3,2,1,0,1334.74,197484.2,Pre-Game
9/14/2024,Game,Breyden Byrd,DL,4571,3493,766,239,70,4,0,73,15.48,78.9,4,0.02,18,33,18,10,7.1,5.4,0.11,1,8,1,0,7.93,5.05,0,224,229,23,1.22,24.85,0.19,181.12,33.67,3.04,1.59,1,6.58,26,4,4,1,1,1654.96,211760.5,Pre-Game
9/14/2024,Game,Jonathan Hammond,LB/DE,7114,4375,1675,850,136,47,31,215,18.33,92.86,78,0.41,90,133,90,45,8.16,6.33,0.46,46,83,46,18,7.05,7.99,0.24,761,734,94,3.96,37.03,0.48,297.55,141.98,41.66,22.07,23,164.68,155,54,43,16,5,8296.9,368364.8,Pre-Game
9/14/2024,Game,Ryan McKenna,OL,6126,3686,1816,563,56,4,0,60,13.64,81,4,0.02,59,120,59,17,5.31,4.91,0.31,25,65,25,8,5.01,6.38,0.13,307,212,43,1.57,31.44,0.46,246.51,112.88,8.95,1.94,22,140.69,102,14,14,1,1,3432,294913,Pre-Game
9/14/2024,Game,Sascha Garcia,DB,7315,4552,1616,848,257,37,5,298,19.52,88.93,42,0.22,57,93,57,29,7.24,5.68,0.29,13,33,13,6,8.65,8.06,0.06,977,952,87,5.16,38.59,0.4,314.04,124.41,17.88,5.99,4,31.04,144,28,25,4,1,7430.42,372006,Pre-Game
9/14/2024,Game,Elijah Rainer,LB,5589,3316,1434,650,167,22,1,190,17.45,85.83,23,0.12,59,99,59,26,6.06,5.66,0.32,11,25,11,2,7.93,6.22,0.06,645,647,65,3.45,29.87,0.5,235.7,118.6,17.83,14.15,11,82.12,123,16,10,10,4,5422.04,279122.5,Pre-Game
9/14/2024,Game,Jaden Boring,LB,4989,4052,700,179,59,0,0,59,15.72,73.6,0,0,26,41,26,8,6.63,5.47,0.15,3,14,3,1,6.77,7.27,0.02,220,200,22,1.17,26.62,0.07,198.64,14.29,1.28,0,1,7.02,8,2,2,0,0,2417.13,232030.4,Pre-Game
9/14/2024,Game,Ty Gordon,DL,4828,2909,1123,622,150,20,3,174,15.75,85.04,23,0.13,50,91,50,15,6.29,5.44,0.25,10,24,10,2,7.28,6.41,0.05,395,355,44,2.14,26.16,0.32,197.63,63.66,6.24,2.42,18,114.49,54,10,8,2,0,3916.49,234671.5,Pre-Game
9/14/2024,Game,Josh Miller,RB,4653,3061,989,550,52,1,0,52,15.53,78,1,0,23,39,23,17,6.89,6.05,0.14,4,9,4,0,7.21,7.21,0.02,345,396,39,1.84,24.83,0.22,190.75,42.73,8.02,5.58,6,43.36,35,9,6,4,1,3327.02,222910.7,Pre-Game
9/21/2024,Game,Hollis Mathis,WR,7975,4553,1898,882,450,168,23,642,20.21,91.28,192,0.93,65,108,65,52,7.36,6.77,0.31,51,91,51,28,8.09,8.14,0.25,1294,1356,97,6.29,38.74,0.54,353.98,190.21,31.91,11.38,8,62.16,249,49,46,7,4,12762.58,426550.9,Pre-Game
9/21/2024,Game,DreSean Kendrick,WR,7875,4067,2458,864,328,128,30,486,20.4,93.49,158,0.75,71,128,71,51,7.54,6.2,0.33,25,60,25,9,7.31,7.56,0.12,1285,1339,128,6.13,37.55,0.34,349.01,120.02,13.19,9.04,7,53.06,79,15,9,7,1,12112.6,422036,Pre-Game
9/21/2024,Game,JT Mayo,WR,5333,2756,1413,776,302,87,0,389,16.14,79.35,87,0.69,65,109,65,47,7.57,6.52,0.4,16,34,16,2,8.02,7.88,0.1,862,876,100,6.85,42.33,0.4,231.6,91.91,5.72,3.84,3,20.11,52,6,5,2,1,8969.77,289003.5,Pre-Game
9/21/2024,Game,Josh Guilford,WR,4187,2845,840,455,46,0,0,46,16.9,74.38,0,0,32,59,32,19,7.28,6.11,0.17,12,32,12,6,7.93,5.88,0.06,452,493,52,2.2,20.35,0.37,173.22,64.91,10.35,2.07,0,0,65,20,18,2,0,4576.89,210267.9,Pre-Game
9/21/2024,Game,Carson Jenkins,WR,2611,1982,451,139,39,0,0,39,16.03,70.62,0,0,16,19,16,11,7.37,6.66,0.08,2,9,2,2,8.85,5.07,0.01,186,186,20,0.89,12.45,0.19,105.13,20.08,0.46,0,0,0,12,1,1,0,0,2183.74,127879.4,Pre-Game
9/21/2024,Game,Bronson Yoder,RB,6091,3564,1457,808,211,42,9,262,19.52,94.76,51,0.29,64,109,64,32,7.46,5.91,0.33,39,64,39,23,7.72,9.61,0.2,806,802,80,4.55,34.39,0.5,260.05,129.98,40.17,28.25,22,168.43,121,41,34,17,10,8824.6,316422.2,Pre-Game
9/21/2024,Game,Malachi Imoh,RB,5227,3618,933,458,198,20,0,219,18.22,80.76,20,0.1,42,66,42,31,8.52,6.43,0.23,13,28,13,4,8.58,6.57,0.07,615,620,52,3.06,25.97,0.29,220.86,63.78,10.88,1.85,9,67.79,54,19,19,1,1,6690.18,269888.4,Pre-Game
9/21/2024,Game,Darius WIlson,QB,6950,4741,1297,552,171,134,55,360,20.27,95.21,190,0.9,78,112,78,43,6.93,5.63,0.38,25,48,25,16,7.31,10.96,0.12,836,807,77,3.99,33.14,0.28,293.55,81.65,25.93,18.95,17,120.02,61,23,17,11,5,8453.27,353935.6,Pre-Game
9/21/2024,Game,Trey McDonald,TE,6296,3831,1683,610,171,0,0,171,15.47,74.02,0,0,73,120,73,50,6.19,7.64,0.37,15,48,15,6,8.5,8.44,0.08,709,669,75,3.44,30.59,0.35,264.73,93.9,25.42,15.18,17,116.7,76,26,23,8,5,9147.88,327507.4,Pre-Game
9/21/2024,Game,Sean McElwain,TE,7719,4583,1968,865,232,69,3,303,18.77,90.5,71,0.35,90,141,90,35,7.73,5.87,0.44,49,105,49,19,7.98,6.02,0.23,1067,971,104,5.19,37.52,0.37,329.62,120.88,15.89,7.98,13,87.24,114,21,16,6,1,13101.74,407066.1,Pre-Game
9/21/2024,Game,Charles Grant,OL,5758,3642,1656,425,21,12,2,34,17.12,90.11,13,0.07,73,125,73,24,5.94,5.23,0.37,24,69,24,3,5.67,6.04,0.11,423,314,52,2.14,29.09,0.49,233.89,114.09,26.19,10.66,15,96.96,122,37,32,8,3,8399.14,285646.8,Pre-Game
9/21/2024,Game,Jalen Jones,DB,7044,4397,1580,873,154,40,0,195,18.45,84.32,40,0.2,78,139,78,40,6.97,7.29,0.39,40,69,40,16,8.01,7.93,0.19,974,993,98,4.74,34.27,0.44,301.31,133.84,20.42,10.79,5,33.2,138,26,21,7,2,8479.79,364327.9,Pre-Game
9/21/2024,Game,Alex Washington,LB,7070,4433,1721,691,177,48,0,225,18.53,82.28,48,0.24,79,146,79,38,7.44,6.3,0.39,36,87,36,16,8.14,9.07,0.17,960,920,94,4.76,35.05,0.41,300.38,123.98,40.2,31.85,23,153.06,120,37,25,20,8,8607.41,364039.7,Pre-Game
9/21/2024,Game,Quinn Osborne,LB,6436,4458,1435,474,67,2,0,70,16.6,75.94,2,0.01,71,113,71,29,7.3,5.25,0.35,35,81,35,10,7.65,9.74,0.17,616,556,71,3.05,31.92,0.31,264.3,82.97,18.42,12.21,15,101.46,43,19,16,7,4,7782.7,319298.9,Pre-Game
9/21/2024,Game,Cade Mattive,LB,4681,2763,1054,303,299,203,59,561,19.88,91.53,262,1.3,41,57,41,22,6.71,5.71,0.23,9,18,9,3,6.51,7.73,0.04,712,719,35,3.53,23.22,0.49,208.16,101.45,26.76,10.46,5,42.03,126,41,30,11,0,7726.88,235138.7,Pre-Game
9/21/2024,Game,Christian Hamm,LB/DE,4717,2943,1052,505,139,76,2,217,18.04,89.17,78,0.37,46,83,46,27,6.14,5.77,0.22,15,42,15,5,6.49,5.75,0.07,574,567,52,2.74,22.49,0.57,198.52,113.97,21.37,12.06,16,115.97,125,27,20,9,2,5625.9,238224.9,Pre-Game
9/21/2024,Game,Davin Dzidzienyo,DL,4769,3133,1148,362,82,17,24,123,18.31,100,41,0.21,22,65,22,0,5.74,5.41,0.11,5,22,5,2,5.95,7.57,0.02,346,237,29,1.75,24.11,0.59,193.04,114.4,30.28,13.17,14,97.17,158,39,31,10,2,7073.16,234359.9,Pre-Game
9/21/2024,Game,Bryce Barnes,DB,7376,4992,1424,631,164,71,94,329,21.54,95.82,165,0.8,47,95,47,18,7.76,6.43,0.23,46,85,46,24,7.93,9.57,0.23,972,928,90,4.73,35.86,0.34,313.21,105.77,9.05,3.54,6,51.22,79,12,11,2,1,7043.67,380478.6,Pre-Game
9/21/2024,Game,John Kearney,LB,6305,3815,1425,434,305,245,80,631,21.11,99.15,325,1.61,34,51,34,16,6.89,5.8,0.18,26,42,26,16,7.95,9.28,0.13,873,889,45,4.33,31.26,0.32,275.96,86.93,20.79,11.64,12,99.3,100,25,21,7,3,5514.67,309241.6,Pre-Game
9/21/2024,Game,Leonte Oulahi,WR,4620,2517,1132,397,389,172,14,576,18.52,89.04,186,0.91,25,39,25,15,7.58,6.53,0.13,8,21,8,4,8.27,6.26,0.04,718,768,41,3.49,22.47,0.22,204.7,45.24,3.47,0.97,3,26.05,25,6,5,1,0,4857.24,228151.6,Pre-Game
9/21/2024,Game,Tyson Garrett,RB,4193,3537,445,174,37,0,0,37,15.59,70.96,0,0,23,31,23,12,7.97,6.34,0.12,11,25,11,6,7.53,6.13,0.05,219,209,22,1.04,19.99,0.27,164.61,44.66,7.95,0.82,1,6.85,61,15,14,1,0,2929.36,200391.1,Pre-Game
9/21/2024,Game,Matt Akuchie,WR,6506,3679,1677,637,285,206,22,513,21.2,92.78,228,1.11,55,86,55,35,7.69,6.4,0.27,14,56,14,3,9.07,9.27,0.07,1094,1169,90,5.32,31.63,0.3,290.72,87.61,5.34,2.66,3,26.52,54,8,5,3,0,9657.97,339021.2,Pre-Game
9/21/2024,Game,Mike Malone,DL,3830,2860,633,284,39,14,0,52,15.4,81.83,14,0.07,24,48,24,9,5.75,4.78,0.14,5,21,5,2,6.04,4.46,0.02,185,189,23,0.93,19.38,0.3,152.66,45.15,5.13,0.99,6,38.53,48,9,8,1,0,1570.22,178603.8,Pre-Game
9/21/2024,Game,Jonathan Hammond,LB/DE,7029,4662,1409,709,134,63,53,249,19.18,97.16,115,0.55,79,123,79,45,8.16,6.13,0.38,34,81,34,17,7.05,7.64,0.16,697,632,66,3.33,33.51,0.35,291.41,100.71,24.69,12.38,18,125.01,105,34,28,9,3,7759.52,358366.7,Pre-Game
9/21/2024,Game,Ryan McKenna,OL,6203,3781,1650,698,67,6,1,75,14.68,87.17,7,0.03,62,127,62,27,5.31,5,0.3,34,91,34,6,5.01,7.27,0.17,407,323,55,1.94,29.58,0.43,250.09,107.87,7.04,3.1,22,144.03,95,11,8,3,0,4581.22,303037.7,Pre-Game
9/21/2024,Game,Sascha Garcia,DB,7062,4175,1741,832,242,54,18,313,20.62,93.94,72,0.35,83,127,83,39,7.24,6.43,0.41,11,45,11,5,8.65,8.87,0.05,1078,1045,111,5.26,34.49,0.35,304.66,106.15,13.18,4.35,32,202.23,104,19,17,3,1,9937.2,376868.3,Pre-Game
9/21/2024,Game,Latrelle Smith,DB,8160,5489,1663,770,180,57,2,238,19,85.35,59,0.29,66,107,66,34,7.69,5.92,0.32,29,69,29,12,5.65,8.28,0.14,895,940,88,4.35,39.7,0.29,341.42,98.14,20.37,7.87,4,29.53,85,30,24,7,1,8460.77,406018.9,Pre-Game
9/21/2024,Game,Elijah Rainer,LB,5682,3150,1732,678,97,24,0,122,17.03,83.77,24,0.12,75,116,75,35,6.06,7.62,0.39,10,33,10,5,7.93,7.71,0.05,602,582,66,2.99,28.21,0.57,239.43,137.19,19.87,14.6,16,109.05,116,17,14,8,5,6950.12,286055.2,Pre-Game
9/21/2024,Game,Jaden Boring,LB,5431,3624,968,357,267,200,15,482,18.94,88.67,215,1.07,35,59,35,22,6.63,5.85,0.19,8,20,8,4,6.77,7.04,0.04,717,713,40,3.56,26.94,0.14,233.9,31.96,0.7,0,2,17.61,16,1,1,0,0,5333.37,269695.6,Pre-Game
9/21/2024,Game,Ty Gordon,DL,4904,3256,1009,502,91,34,10,136,16.88,91.14,44,0.22,42,80,42,15,6.29,5.15,0.23,7,24,7,2,7.28,5.65,0.03,336,315,39,1.7,24.78,0.27,197.38,53.37,4.1,1.85,14,84.89,35,7,5,2,0,3467.41,235391.9,Pre-Game
9/21/2024,Game,Josh Miller,RB,4420,2864,988,424,75,40,30,145,19,95.43,70,0.33,24,47,24,15,6.89,6.33,0.12,1,7,1,0,7.21,5.41,0,358,365,33,1.7,21.08,0.22,182.55,40.73,5.65,5.65,2,17.23,22,4,1,4,1,3668.65,213911.4,Pre-Game
9/28/2024,Game,Hollis Mathis,WR,7458,4503,1694,779,389,92,2,483,18.88,85.28,94,0.53,63,93,63,46,7.36,6.55,0.36,38,83,38,13,8.09,7.86,0.21,1104,1187,94,6.18,41.78,0.31,325.38,100.85,9.62,6.4,7,47.37,82,10,9,3,2,10433.23,390399.2,Pre-Game
9/28/2024,Game,DreSean Kendrick,WR,7338,3987,1945,947,352,93,13,458,19.6,89.83,106,0.58,74,132,74,49,7.54,6.03,0.4,29,64,29,5,7.31,7.5,0.15,1301,1338,124,7.13,40.2,0.38,324.43,123.76,18.24,10.71,9,65.2,103,22,18,7,3,11961.57,395440.7,Pre-Game
